,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
763,Pawnee/Osage CASA,(918) 762-3776,Pawnee,OK,"Assault, Child Sexual Abuse, Domestic Violence,",Off Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","500 Harrison St, Pawnee, OK 74058, United States",36.3385329,-96.8027879
764,"Gateway Health, INc",(401) 490-7320,Pawtucket,RI,"Adults Molested as Children, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Survivors of Homicide Victims",Mental Health Agency,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Group Treatment, Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","101-103 Bacon St, Pawtucket, RI 02860, United States",41.8718925,-71.3672679
765,Pediatric Resource Center,309-624-9595,Peoria,IL,"Assault, Child Abduction, Child Physical Abuse, Child Sexual Abuse, Victims With Disabilities","Hospital, Non-Profit, Sexual Assault Center, Victim Services Agency, Victims Service Centers","Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Crisis Counseling, Direct Clinical Services, Follow-up Contact, Forensic Examinations, Information And Referral","320 E Armstrong Ave, Peoria, IL 61603, United States",40.7038033,-89.590059
766,"Panhandle Crisis Center, Inc.",(806) 435-5008,Perryton,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Shelter/Safe House,","301 S Ash St, Perryton, TX 79070, United States",36.397205,-100.8011564
767,Miami County Prosecutor's Office,(765) 472-3653,Peru,IN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","25 Court St Room 116, Peru, IN 46970, United States",40.75472,-86.068195
768,Granite County Sheriff's Office,(406) 859-3251,Phillipsburg,MT,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","115 W Kearney St, Philipsburg, MT 59858, United States",46.3336723,-113.2934751
769,Crisis Nursery Inc,(602) 273-7364,Phoenix,AZ,"Child Sexual Abuse, Domestic Violence, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","2334 E Polk St, Phoenix, AZ 85006, United States",33.4533105,-112.0313064
770,S H I E L D Foundation,1-800-961-4243,Phoenix,AZ,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, Elder Abuse, Fraud, Human Trafficking, Identity Theft, Stalking, Victims With Disabilities","Non-Profit, Victim Services Agency, Victims Service Centers","Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Crisis Counseling, Crisis Prevention, Direct Clinical Services, Emergency Financial Assistance, Emergency Legal Advocacy, Follow-up Contact, Fraud Investigation, Identity Theft Counseling , Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Support Group(s), Telephone Contacts , Transportation","Phoenix, AZ 85023, United States",33.6272938,-112.0893682
771,MISSOURI SHORES DOMESTIC VIOLENCE CTR,(605) 224-0256,PIERRE,SD,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","398 S Pierre St, Pierre, SD 57501, United States",44.3654649,-100.3549639
772,Healing Place Ministries,(870) 535-0101,Pine Bluff,AR,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Shelter/Safe House,","8309 Old Warren Rd, Pine Bluff, AR 71603, United States",34.136603,-92.075429
773,Committee Against Spousal Abuse Women's Shelter,(870) 535-2955,Pine Bluff,AR,"Assault, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","721 S Laurel St, Pine Bluff, AR 71601, United States",34.2225219,-92.0076218
774,"Ramah Navajo School Board, Inc.",(505) 775-3353,Pinehill,NM,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",On Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Indian Service Rte 140, Pinehill, NM 87357, United States",34.8875956,-108.3923531
775,Wyoming County Commission,(304) 340-3554,Pineville,WV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","24 Cedar Ave, Pineville, WV 24874, United States",37.5839422,-81.5380013
776,Family Violence & Rape Crisis Services,(919) 542-5445,Pittsboro,CA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1921 19th St, Bakersfield, CA 93301, United States",35.3759557,-119.0240654
777,"New Morning Youth and Family Services, Inc.",(530) 622-5551,Placerville,CA,"Child Sexual Abuse, Domestic Violence,",Mental Health Agency,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","6765 Green Valley Rd, Placerville, CA 95667, United States",38.7201443,-120.8648091
778,Texas Muslim Women's Foundation,(469) 467-6248,Plano,TX,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","Campbell Centre II, 8150 N Central Expy #110, Dallas, TX 75206, United States",32.8634878,-96.7690635
779,Family Advocates,(608) 348-5995,Platteville,WI,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","250 N Court St, Platteville, WI 53818, United States",42.7364453,-90.4786123
780,"Atascosa Family Crisis Center, Inc.",(830) 281-2001,Pleasanton,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","310 W. Oaklawn Street, Pleasanton, TX 78064, United States",28.957644,-98.487001
781,"Atascosa Family Crisis Center, Inc.",(830) 281-2001,Pleasanton,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","506 W Adams St, Pleasanton, TX 78064, United States",28.9647024,-98.4897988
782,Turning Point Housing,(574) 936-7233,Plymouth,IN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","805 N Harris St, Bourbon, IN 46504, United States",41.3015797,-86.1143857
783,Family Services Alliance,(208) 232-0742,Pocatello,ID,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","355 S Arthur Ave, Pocatello, ID 83204, United States",42.8591344,-112.4494364
784,MEIGS COUNTY PROSECUTOR V/A PROGRAM,(740) 992-6371,POMEROY,OH,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","100 E 2nd St #301, Pomeroy, OH 45769, United States",39.0277748,-82.0337747
785,Raphael House of Portland,(503) 222-6507,Portland,OR,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","4110 SE Hawthorne Blvd, Portland, OR 97214, United States",45.5118514,-122.6199215
786,Bradley-Angle House,(503) 232-1528,Portland,OR,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","5432 N Albina Ave, Portland, OR 97217, United States",45.562413,-122.6748259
787,YWCA of Greater Portland,(503) 535-3273,Portland,OR,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","4610 SE Belmont St, Portland, OR 97215, United States",45.5163547,-122.6150249
788,The Salvation Army,(503) 731-3910,Portland,OR,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1712 NE Sandy Blvd, Portland, OR 97232, United States",45.5245516,-122.6482018
789,Post Falls Police Department OASIS,(208) 773-3517,Post Falls,ID,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1717 E Polston Ave, Post Falls, ID 83854, United States",47.7149055,-116.920805
790,RI Coalition Against Domestic Violence,(401) 467-9940,Providence,RI,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Personal Advocacy, Shelter/Safe House, Therapy","422 Post Rd #102, Warwick, RI 02888, United States",41.7603819,-71.404289
791,Sophia Academy,(401) 784-0021,Providence,RI,"Child Sexual Abuse, Domestic Violence, Survivors of Homicide Victims",Private Non-Profit - Other,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","582 Elmwood Ave, Providence, RI 02907, United States",41.7965038,-71.4249546
792,Day One,(401) 421-4100,Providence,RI,"Adults Molested as Children, Child Sexual Abuse,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","100 Medway St, Providence, RI 02906, United States",41.829422,-71.3891353
793,Family Service of Rhode Island,(401) 331-1350,Providence,RI,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Private Non-Profit - Mental Health Agency,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","134 Thurbers Ave # 102, Providence, RI 02905, United States",41.7998146,-71.4052339
794,Family Service of Rhode Island,(401) 331-1350,Providence,RI,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Private Non-Profit - Mental Health Agency,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","55 Hope St, Providence, RI 02906, United States",41.8201622,-71.3952805
795,Indian Health Council,(760) 749-2376,Puama Valley,CA,"Child Sexual Abuse,",On Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","50100 Golsh Rd, Valley Center, CA 92082, United States",33.2779629,-116.9618781
796,Pulaski County,(540) 980-7945,Pulaski,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Pulaski, VA 24301, USA",37.0478982,-80.7797935
797,"Center for Abuse and Rape Emergencies, Inc.",(941) 639-5499,Punta Gorda,FL,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Punta Gorda, FL 33950, United States",26.912833,-82.04839
798,"Center for Rape & Abuse Emergencies, Inc.",(941) 639-5499,Punta Gorda,FL,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Englewood, FL 34223",26.9779941,-82.3560389
799,"Community Action, Inc.",(814) 938-3302,Punxsutawney,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","105 Grace Way, Punxsutawney, PA 15767, United States",40.9423807,-78.990991
800,Gadsden County Sheriff's Office,(850) 875-8880,Quincy,FL,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","339 E Jefferson St, Quincy, FL 32351, United States",30.5873285,-84.5712276
801,Brooks County Board of Commissioners,(229) 263-9866,Quitman,GA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","610 S Highland Rd, Quitman, GA 31643, United States",30.7798113,-83.5521956
802,"Women's Resource Center of the New River Valley, Inc.",540-639-1123,Radford,VA,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Stalking","Rape Crisis, Shelter","Assistance in Filing Compensation Claims, Cell Phones (911), Criminal Justice Support Advocacy, Crisis Counseling, Crisis Hotline Counseling, Crisis Prevention, Follow-up Contact, Group Therapy, Information And Referral , Safety Plans (DV), Shelter/Safe House, Telephone Contacts , Therapy","1217 Grove Ave, Radford, VA 24141, United States",37.1394827,-80.5575864
803,"Women's Resource Ctr., NR Valley, Inc.",(540) 639-9592,Radford,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1016 Fairfax St, Radford, VA 24141, United States",37.1369045,-80.5538937
804,"WORKING AGAINST VIOLENCE, INC.",(605) 341-3292,RAPID CITY,SD,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","527 Quincy St, Rapid City, SD 57701, United States",44.0774908,-103.2276204
805,Carbon County Sheriff's VW Program,(307) 328-7713,Rawlins,WY,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","415 W Pine St, Rawlins, WY 82301, United States",41.7901622,-107.2404141
806,Berks County Women In Crisis,(610) 373-1206,Reading,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","255 Chestnut St, Reading, PA 19602, United States",40.3324202,-75.932307
807,Red Lake Band of Chippewa Indians,(218) 679-3443,Red Lake,MN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",On Reservation,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Red Lake Reservation, Blackduck, MN, USA",47.7330101,-94.548579
808,Domestic & Sexual Violence Services of Carbon County,(406) 446-2296,Red Lodge,MT,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","P.O. Box 314, 1119 South Broadway, Red Lodge, MT 59068, United States",45.1754175,-109.2497823
809,DVSC Carbon Co.,(406) 446-2296,Red Lodge,MT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","102 Broadway Ave N, Red Lodge, MT 59068, United States",45.1881298,-109.2467248
810,Family Crisis Center,(605) 472-0508,Redfield,SD,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1027 W 1st St, Redfield, SD 57469, United States",44.8716316,-98.5198164
811,The Children's Cabinet Inc.,(775) 856-6200,Reno,NV,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","4055 S Virginia St, Reno, NV 89502, United States",39.4853941,-119.7948043
812,Reno Police Department (VC),(775) 334-1210,Reno,NV,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","455 E 2nd St, Reno, NV 89502, United States",39.5277284,-119.8060386
813,Nevada Network Against Domestic violence,(775) 828-1115,Reno,NV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","250 S Rock Blvd #116, Reno, NV 89502, United States",39.512966,-119.7613332
814,Family Crisis Center,(208) 356-0065,Rexburg,ID,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","16 E Main St, Rexburg, ID 83440, United States",43.8256717,-111.783129
815,New Horizons Crisis Center,(435) 896-9294,Richfield,UT,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","145 E 100 N, Richfield, UT 84701, United States",38.7695871,-112.0821354
816,YWCA of Richmond,(804) 980-7279,Richmond,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","6 N 5th St, Richmond, VA 23219, United States",37.5408723,-77.4398546
817,Safe Harbor,(804) 249-9470,Richmond,VA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","2006 Bremo Rd Suite 201, Richmond, VA 23226, United States",37.5903531,-77.5085935
